assay_id,project_id,filename,cell_id,cell_line,disease,treatment,tissue_type,sub_cell,organ_id,PXD_accession,all_PSM,sign_PSM,peptides,proteins,experiment_type,instrument,pmid,pool_id,ionbot_version
31537,1832,CHPP_LM3_RP1_2,574,MHCC97,hepatocellular carcinoma,/,liver,HCCLM3,,PXD000529,10960,9989,8962,2764,in-solution,Q-exactive,24328083,4,IONBOT_v0.8.0
31538,1832,CHPP_LM3_RP10_1,574,MHCC97,hepatocellular carcinoma,/,liver,HCCLM3,,PXD000529,10144,9293,8126,2522,in-solution,Q-exactive,24328083,3,IONBOT_v0.8.0
31539,1832,CHPP_LM3_RP10_2,574,MHCC97,hepatocellular carcinoma,/,liver,HCCLM3,,PXD000529,10142,9309,8167,2581,in-solution,Q-exactive,24328083,4,IONBOT_v0.8.0
31540,1832,CHPP_LM3_RP11_1,574,MHCC97,hepatocellular carcinoma,/,liver,HCCLM3,,PXD000529,8957,8187,7141,2467,in-solution,Q-exactive,24328083,3,IONBOT_v0.8.0
31541,1832,CHPP_LM3_RP11_2,574,MHCC97,hepatocellular carcinoma,/,liver,HCCLM3,,PXD000529,9069,8293,7224,2463,in-solution,Q-exactive,24328083,4,IONBOT_v0.8.0
31542,1832,CHPP_LM3_RP12_1,574,MHCC97,hepatocellular carcinoma,/,liver,HCCLM3,,PXD000529,10047,9171,7957,2653,in-solution,Q-exactive,24328083,3,IONBOT_v0.8.0
31543,1832,CHPP_LM3_RP12_2,574,MHCC97,hepatocellular carcinoma,/,liver,HCCLM3,,PXD000529,8607,7772,6722,2433,in-solution,Q-exactive,24328083,4,IONBOT_v0.8.0
31544,1832,CHPP_LM3_RP13_1,574,MHCC97,hepatocellular carcinoma,/,liver,HCCLM3,,PXD000529,9270,8287,7203,2427,in-solution,Q-exactive,24328083,3,IONBOT_v0.8.0
31545,1832,CHPP_LM3_RP13_2,574,MHCC97,hepatocellular carcinoma,/,liver,HCCLM3,,PXD000529,9662,8878,7701,2504,in-solution,Q-exactive,24328083,4,IONBOT_v0.8.0
31546,1832,CHPP_LM3_RP14_1,574,MHCC97,hepatocellular carcinoma,/,liver,HCCLM3,,PXD000529,9406,8553,7462,2538,in-solution,Q-exactive,24328083,3,IONBOT_v0.8.0
31547,1832,CHPP_LM3_RP14_2,574,MHCC97,hepatocellular carcinoma,/,liver,HCCLM3,,PXD000529,9390,8557,7489,2524,in-solution,Q-exactive,24328083,4,IONBOT_v0.8.0
31548,1832,CHPP_LM3_RP15_1,574,MHCC97,hepatocellular carcinoma,/,liver,HCCLM3,,PXD000529,9683,8825,7634,2504,in-solution,Q-exactive,24328083,3,IONBOT_v0.8.0
31549,1832,CHPP_LM3_RP15_2,574,MHCC97,hepatocellular carcinoma,/,liver,HCCLM3,,PXD000529,9351,8523,7365,2389,in-solution,Q-exactive,24328083,4,IONBOT_v0.8.0
31550,1832,CHPP_LM3_RP16_1,574,MHCC97,hepatocellular carcinoma,/,liver,HCCLM3,,PXD000529,8723,8042,6998,2321,in-solution,Q-exactive,24328083,3,IONBOT_v0.8.0
31551,1832,CHPP_LM3_RP16_2,574,MHCC97,hepatocellular carcinoma,/,liver,HCCLM3,,PXD000529,8892,8173,7068,2315,in-solution,Q-exactive,24328083,4,IONBOT_v0.8.0
31552,1832,CHPP_LM3_RP17_1,574,MHCC97,hepatocellular carcinoma,/,liver,HCCLM3,,PXD000529,8706,7927,6851,2339,in-solution,Q-exactive,24328083,3,IONBOT_v0.8.0
31553,1832,CHPP_LM3_RP17_2,574,MHCC97,hepatocellular carcinoma,/,liver,HCCLM3,,PXD000529,8843,8017,6859,2313,in-solution,Q-exactive,24328083,4,IONBOT_v0.8.0
31554,1832,CHPP_LM3_RP18_1,574,MHCC97,hepatocellular carcinoma,/,liver,HCCLM3,,PXD000529,9329,8596,7321,2373,in-solution,Q-exactive,24328083,3,IONBOT_v0.8.0
31555,1832,CHPP_LM3_RP18_2,574,MHCC97,hepatocellular carcinoma,/,liver,HCCLM3,,PXD000529,9516,8702,7342,2390,in-solution,Q-exactive,24328083,4,IONBOT_v0.8.0
31556,1832,CHPP_LM3_RP19_1,574,MHCC97,hepatocellular carcinoma,/,liver,HCCLM3,,PXD000529,8363,7675,6602,2328,in-solution,Q-exactive,24328083,3,IONBOT_v0.8.0
31557,1832,CHPP_LM3_RP19_2,574,MHCC97,hepatocellular carcinoma,/,liver,HCCLM3,,PXD000529,8542,7686,6612,2313,in-solution,Q-exactive,24328083,4,IONBOT_v0.8.0
31558,1832,CHPP_LM3_RP2_1,574,MHCC97,hepatocellular carcinoma,/,liver,HCCLM3,,PXD000529,12880,11763,10359,2475,in-solution,Q-exactive,24328083,3,IONBOT_v0.8.0
31559,1832,CHPP_LM3_RP2_2,574,MHCC97,hepatocellular carcinoma,/,liver,HCCLM3,,PXD000529,12943,11814,10425,2493,in-solution,Q-exactive,24328083,4,IONBOT_v0.8.0
31560,1832,CHPP_LM3_RP20_1,574,MHCC97,hepatocellular carcinoma,/,liver,HCCLM3,,PXD000529,8168,7470,6409,2228,in-solution,Q-exactive,24328083,3,IONBOT_v0.8.0
31561,1832,CHPP_LM3_RP20_2,574,MHCC97,hepatocellular carcinoma,/,liver,HCCLM3,,PXD000529,8217,7606,6506,2248,in-solution,Q-exactive,24328083,4,IONBOT_v0.8.0
31562,1832,CHPP_LM3_RP21_1,574,MHCC97,hepatocellular carcinoma,/,liver,HCCLM3,,PXD000529,8184,7525,6477,2254,in-solution,Q-exactive,24328083,3,IONBOT_v0.8.0
31563,1832,CHPP_LM3_RP21_2,574,MHCC97,hepatocellular carcinoma,/,liver,HCCLM3,,PXD000529,8213,7433,6431,2254,in-solution,Q-exactive,24328083,4,IONBOT_v0.8.0
31564,1832,CHPP_LM3_RP22_1,574,MHCC97,hepatocellular carcinoma,/,liver,HCCLM3,,PXD000529,8159,7478,6477,2271,in-solution,Q-exactive,24328083,3,IONBOT_v0.8.0
31565,1832,CHPP_LM3_RP22_2,574,MHCC97,hepatocellular carcinoma,/,liver,HCCLM3,,PXD000529,8532,7774,6804,2379,in-solution,Q-exactive,24328083,4,IONBOT_v0.8.0
31566,1832,CHPP_LM3_RP23_1,574,MHCC97,hepatocellular carcinoma,/,liver,HCCLM3,,PXD000529,7934,7361,6443,2265,in-solution,Q-exactive,24328083,3,IONBOT_v0.8.0
31567,1832,CHPP_LM3_RP23_2,574,MHCC97,hepatocellular carcinoma,/,liver,HCCLM3,,PXD000529,7963,7237,6385,2261,in-solution,Q-exactive,24328083,4,IONBOT_v0.8.0
31568,1832,CHPP_LM3_RP24_1,574,MHCC97,hepatocellular carcinoma,/,liver,HCCLM3,,PXD000529,7841,7173,6371,2326,in-solution,Q-exactive,24328083,3,IONBOT_v0.8.0
31569,1832,CHPP_LM3_RP24_2,574,MHCC97,hepatocellular carcinoma,/,liver,HCCLM3,,PXD000529,7976,7355,6513,2293,in-solution,Q-exactive,24328083,4,IONBOT_v0.8.0
31570,1832,CHPP_LM3_RP3_1,574,MHCC97,hepatocellular carcinoma,/,liver,HCCLM3,,PXD000529,13004,11729,10378,2608,in-solution,Q-exactive,24328083,3,IONBOT_v0.8.0
31571,1832,CHPP_LM3_RP3_2,574,MHCC97,hepatocellular carcinoma,/,liver,HCCLM3,,PXD000529,13554,12099,10701,2661,in-solution,Q-exactive,24328083,4,IONBOT_v0.8.0
31572,1832,CHPP_LM3_RP4_1,574,MHCC97,hepatocellular carcinoma,/,liver,HCCLM3,,PXD000529,11512,10411,9158,2571,in-solution,Q-exactive,24328083,3,IONBOT_v0.8.0
31573,1832,CHPP_LM3_RP4_2,574,MHCC97,hepatocellular carcinoma,/,liver,HCCLM3,,PXD000529,11678,10532,9304,2607,in-solution,Q-exactive,24328083,4,IONBOT_v0.8.0
31574,1832,CHPP_LM3_RP5_1,574,MHCC97,hepatocellular carcinoma,/,liver,HCCLM3,,PXD000529,10854,9844,8625,2552,in-solution,Q-exactive,24328083,3,IONBOT_v0.8.0
31575,1832,CHPP_LM3_RP5_2,574,MHCC97,hepatocellular carcinoma,/,liver,HCCLM3,,PXD000529,10812,9864,8714,2558,in-solution,Q-exactive,24328083,4,IONBOT_v0.8.0
31576,1832,CHPP_LM3_RP6_1,574,MHCC97,hepatocellular carcinoma,/,liver,HCCLM3,,PXD000529,10336,9338,8106,2528,in-solution,Q-exactive,24328083,3,IONBOT_v0.8.0
31577,1832,CHPP_LM3_RP6_2,574,MHCC97,hepatocellular carcinoma,/,liver,HCCLM3,,PXD000529,10762,9910,8649,2556,in-solution,Q-exactive,24328083,4,IONBOT_v0.8.0
31578,1832,CHPP_LM3_RP7_1,574,MHCC97,hepatocellular carcinoma,/,liver,HCCLM3,,PXD000529,10593,9576,8349,2545,in-solution,Q-exactive,24328083,3,IONBOT_v0.8.0
31579,1832,CHPP_LM3_RP7_2,574,MHCC97,hepatocellular carcinoma,/,liver,HCCLM3,,PXD000529,9791,8931,7791,2482,in-solution,Q-exactive,24328083,4,IONBOT_v0.8.0
31580,1832,CHPP_LM3_RP8_1,574,MHCC97,hepatocellular carcinoma,/,liver,HCCLM3,,PXD000529,9938,9165,8059,2572,in-solution,Q-exactive,24328083,3,IONBOT_v0.8.0
31581,1832,CHPP_LM3_RP8_2,574,MHCC97,hepatocellular carcinoma,/,liver,HCCLM3,,PXD000529,10303,9361,8222,2624,in-solution,Q-exactive,24328083,4,IONBOT_v0.8.0
31582,1832,CHPP_LM3_RP9_1,574,MHCC97,hepatocellular carcinoma,/,liver,HCCLM3,,PXD000529,10139,9202,8059,2535,in-solution,Q-exactive,24328083,3,IONBOT_v0.8.0
31583,1832,CHPP_LM3_RP9_2,574,MHCC97,hepatocellular carcinoma,/,liver,HCCLM3,,PXD000529,10158,9194,8013,2531,in-solution,Q-exactive,24328083,4,IONBOT_v0.8.0
31584,1833,SPHPP_UPV_JURKAT_QE_CHAPS_RPB_R1_1_10,547,Jurkat,T-cell leukemia,/,blood,/,,PXD000443,36307,33331,28806,3703,"in-gel, in-solution","Orbitrap, Q-exactive, MaXis Impact, and 5600 triple TOF",24138474,1,IONBOT_v0.8.0
31585,1833,SPHPP_UPV_JURKAT_QE_CHAPS_RPB_R1_10_10,547,Jurkat,T-cell leukemia,/,blood,/,,PXD000443,34452,31670,25836,3446,"in-gel, in-solution","Orbitrap, Q-exactive, MaXis Impact, and 5600 triple TOF",24138474,1,IONBOT_v0.8.0
31586,1833,SPHPP_UPV_JURKAT_QE_CHAPS_RPB_R1_2_10,547,Jurkat,T-cell leukemia,/,blood,/,,PXD000443,35086,32265,27863,3658,"in-gel, in-solution","Orbitrap, Q-exactive, MaXis Impact, and 5600 triple TOF",24138474,1,IONBOT_v0.8.0
31587,1833,SPHPP_UPV_JURKAT_QE_CHAPS_RPB_R1_3_10,547,Jurkat,T-cell leukemia,/,blood,/,,PXD000443,34019,31185,26487,3499,"in-gel, in-solution","Orbitrap, Q-exactive, MaXis Impact, and 5600 triple TOF",24138474,1,IONBOT_v0.8.0
31588,1833,SPHPP_UPV_JURKAT_QE_CHAPS_RPB_R1_4_10,547,Jurkat,T-cell leukemia,/,blood,/,,PXD000443,33926,31351,26530,3489,"in-gel, in-solution","Orbitrap, Q-exactive, MaXis Impact, and 5600 triple TOF",24138474,1,IONBOT_v0.8.0
31589,1833,SPHPP_UPV_JURKAT_QE_CHAPS_RPB_R1_5_10,547,Jurkat,T-cell leukemia,/,blood,/,,PXD000443,33037,30451,26299,3389,"in-gel, in-solution","Orbitrap, Q-exactive, MaXis Impact, and 5600 triple TOF",24138474,1,IONBOT_v0.8.0
31590,1833,SPHPP_UPV_JURKAT_QE_CHAPS_RPB_R1_7_10,547,Jurkat,T-cell leukemia,/,blood,/,,PXD000443,32769,30021,25726,3472,"in-gel, in-solution","Orbitrap, Q-exactive, MaXis Impact, and 5600 triple TOF",24138474,1,IONBOT_v0.8.0
31591,1833,SPHPP_UPV_JURKAT_QE_CHAPS_RPB_R1_8_10,547,Jurkat,T-cell leukemia,/,blood,/,,PXD000443,33179,30420,26138,3555,"in-gel, in-solution","Orbitrap, Q-exactive, MaXis Impact, and 5600 triple TOF",24138474,1,IONBOT_v0.8.0
31592,1833,SPHPP_UPV_JURKAT_QE_CHAPS_RPB_R1_9_10,547,Jurkat,T-cell leukemia,/,blood,/,,PXD000443,35810,32364,27729,3566,"in-gel, in-solution","Orbitrap, Q-exactive, MaXis Impact, and 5600 triple TOF",24138474,1,IONBOT_v0.8.0
31784,1842,V14707_PolyASN_test_445_Jurkat__31-05-2013_LMA0_fr5_130610002205,547,Jurkat,T-cell leukemia,/,blood,/,,PXD000426,1726,1644,1403,669,in-solution,LTQ Orbitrap Velos,24134513,2,IONBOT_v0.8.0
31785,1842,V14708_PolyASN_test_445_Jurkat__31-05-2013_LMA0_fr6_130610011337,547,Jurkat,T-cell leukemia,/,blood,/,,PXD000426,2073,1981,1710,715,in-solution,LTQ Orbitrap Velos,24134513,2,IONBOT_v0.8.0
31786,1842,V14709_PolyASN_test_361_Jurkat__31-05-2013_LMA0_fr5_130610020453,547,Jurkat,T-cell leukemia,/,blood,/,,PXD000426,1590,1507,1309,638,in-solution,LTQ Orbitrap Velos,24134513,1,IONBOT_v0.8.0
31787,1842,V14710_PolyASN_test_361_Jurkat__31-05-2013_LMA0_fr6,547,Jurkat,T-cell leukemia,/,blood,/,,PXD000426,1510,1465,1258,635,in-solution,LTQ Orbitrap Velos,24134513,1,IONBOT_v0.8.0
31788,1842,V14711_PolyASN_test_445_Jurkat_2ul_31-05-2013_LMA0_fr7,547,Jurkat,T-cell leukemia,/,blood,/,,PXD000426,1517,1423,1161,591,in-solution,LTQ Orbitrap Velos,24134513,2,IONBOT_v0.8.0
31789,1842,V14712_PolyASN_test_445_Jurkat__31-05-2013_LMA0_fr8,547,Jurkat,T-cell leukemia,/,blood,/,,PXD000426,2152,2045,1761,750,in-solution,LTQ Orbitrap Velos,24134513,2,IONBOT_v0.8.0
31790,1842,V14713_PolyASN_test_361_Jurkat_2ul_31-05-2013_LMA0_fr7,547,Jurkat,T-cell leukemia,/,blood,/,,PXD000426,1450,1354,1095,577,in-solution,LTQ Orbitrap Velos,24134513,1,IONBOT_v0.8.0
31791,1842,V14714_PolyASN_test_361_Jurkat__31-05-2013_LMA0_fr8,547,Jurkat,T-cell leukemia,/,blood,/,,PXD000426,2194,2076,1784,783,in-solution,LTQ Orbitrap Velos,24134513,1,IONBOT_v0.8.0
31792,1842,V14715_PolyASN_test_445_Jurkat__31-05-2013_LMA0_fr9,547,Jurkat,T-cell leukemia,/,blood,/,,PXD000426,1868,1763,1513,689,in-solution,LTQ Orbitrap Velos,24134513,2,IONBOT_v0.8.0
31793,1842,V14716_PolyASN_test_445_Jurkat__31-05-2013_LMA0_fr10,547,Jurkat,T-cell leukemia,/,blood,/,,PXD000426,1936,1832,1564,741,in-solution,LTQ Orbitrap Velos,24134513,2,IONBOT_v0.8.0
31794,1842,V14717_PolyASN_test_361_Jurkat__31-05-2013_LMA0_fr9,547,Jurkat,T-cell leukemia,/,blood,/,,PXD000426,1831,1749,1483,678,in-solution,LTQ Orbitrap Velos,24134513,1,IONBOT_v0.8.0
31795,1842,V14718_PolyASN_test_361_Jurkat__31-05-2013_LMA0_fr10,547,Jurkat,T-cell leukemia,/,blood,/,,PXD000426,1853,1767,1512,710,in-solution,LTQ Orbitrap Velos,24134513,1,IONBOT_v0.8.0
31796,1842,V14719_PolyASN_test_445_Jurkat__31-05-2013_LMA0_fr11,547,Jurkat,T-cell leukemia,/,blood,/,,PXD000426,2432,2283,1957,733,in-solution,LTQ Orbitrap Velos,24134513,2,IONBOT_v0.8.0
31797,1842,V14720_PolyASN_test_445_Jurkat__31-05-2013_LMA0_fr12_130610153425,547,Jurkat,T-cell leukemia,/,blood,/,,PXD000426,1886,1790,1602,741,in-solution,LTQ Orbitrap Velos,24134513,2,IONBOT_v0.8.0
31798,1842,V14721_PolyASN_test_361_Jurkat__31-05-2013_LMA0_fr11_130610162550,547,Jurkat,T-cell leukemia,/,blood,/,,PXD000426,1936,1806,1580,693,in-solution,LTQ Orbitrap Velos,24134513,1,IONBOT_v0.8.0
31799,1842,V14722_PolyASN_test_361_Jurkat__31-05-2013_LMA0_fr12,547,Jurkat,T-cell leukemia,/,blood,/,,PXD000426,1729,1640,1480,723,in-solution,LTQ Orbitrap Velos,24134513,1,IONBOT_v0.8.0
31800,1842,V14723_PolyASN_test_445_Jurkat__31-05-2013_LMA0_fr13,547,Jurkat,T-cell leukemia,/,blood,/,,PXD000426,1736,1655,1445,695,in-solution,LTQ Orbitrap Velos,24134513,2,IONBOT_v0.8.0
31801,1842,V14724_PolyASN_test_445_Jurkat__31-05-2013_LMA0_fr14,547,Jurkat,T-cell leukemia,/,blood,/,,PXD000426,1707,1621,1442,689,in-solution,LTQ Orbitrap Velos,24134513,2,IONBOT_v0.8.0
31802,1842,V14725_PolyASN_test_361_Jurkat__31-05-2013_LMA0_fr13,547,Jurkat,T-cell leukemia,/,blood,/,,PXD000426,1703,1617,1419,668,in-solution,LTQ Orbitrap Velos,24134513,1,IONBOT_v0.8.0
31803,1842,V14726_PolyASN_test_361_Jurkat__31-05-2013_LMA0_fr14,547,Jurkat,T-cell leukemia,/,blood,/,,PXD000426,1788,1684,1502,713,in-solution,LTQ Orbitrap Velos,24134513,1,IONBOT_v0.8.0
31804,1842,V14727_PolyASN_test_445_Jurkat__31-05-2013_LMA0_fr15,547,Jurkat,T-cell leukemia,/,blood,/,,PXD000426,1728,1640,1441,649,in-solution,LTQ Orbitrap Velos,24134513,2,IONBOT_v0.8.0
31805,1842,V14728_PolyASN_test_445_Jurkat__31-05-2013_LMA0_fr16,547,Jurkat,T-cell leukemia,/,blood,/,,PXD000426,1514,1416,1274,645,in-solution,LTQ Orbitrap Velos,24134513,2,IONBOT_v0.8.0
31806,1842,V14729_PolyASN_test_361_Jurkat__31-05-2013_LMA0_fr15,547,Jurkat,T-cell leukemia,/,blood,/,,PXD000426,1750,1669,1480,666,in-solution,LTQ Orbitrap Velos,24134513,1,IONBOT_v0.8.0
31807,1842,V14730_PolyASN_test_361_Jurkat__31-05-2013_LMA0_fr16,547,Jurkat,T-cell leukemia,/,blood,/,,PXD000426,1552,1458,1305,664,in-solution,LTQ Orbitrap Velos,24134513,1,IONBOT_v0.8.0
31808,1842,V14731_PolyASN_test_445_Jurkat__31-05-2013_LMA0_fr17,547,Jurkat,T-cell leukemia,/,blood,/,,PXD000426,1717,1625,1349,655,in-solution,LTQ Orbitrap Velos,24134513,2,IONBOT_v0.8.0
31809,1842,V14732_PolyASN_test_445_Jurkat__31-05-2013_LMA0_fr18,547,Jurkat,T-cell leukemia,/,blood,/,,PXD000426,1669,1581,1345,687,in-solution,LTQ Orbitrap Velos,24134513,2,IONBOT_v0.8.0
31810,1842,V14733_PolyASN_test_361_Jurkat__31-05-2013_LMA0_fr17,547,Jurkat,T-cell leukemia,/,blood,/,,PXD000426,1708,1639,1378,655,in-solution,LTQ Orbitrap Velos,24134513,1,IONBOT_v0.8.0
31811,1842,V14734_PolyASN_test_361_Jurkat__31-05-2013_LMA0_fr18,547,Jurkat,T-cell leukemia,/,blood,/,,PXD000426,1689,1598,1362,672,in-solution,LTQ Orbitrap Velos,24134513,1,IONBOT_v0.8.0
31812,1842,V14735_PolyASN_test_445_Jurkat__31-05-2013_LMA0_fr19,547,Jurkat,T-cell leukemia,/,blood,/,,PXD000426,1718,1629,1431,694,in-solution,LTQ Orbitrap Velos,24134513,2,IONBOT_v0.8.0
31813,1842,V14736_PolyASN_test_445_Jurkat__31-05-2013_LMA0_fr20,547,Jurkat,T-cell leukemia,/,blood,/,,PXD000426,2035,1964,1690,748,in-solution,LTQ Orbitrap Velos,24134513,2,IONBOT_v0.8.0
31814,1842,V14737_PolyASN_test_361_Jurkat__31-05-2013_LMA0_fr19,547,Jurkat,T-cell leukemia,/,blood,/,,PXD000426,1707,1588,1399,685,in-solution,LTQ Orbitrap Velos,24134513,1,IONBOT_v0.8.0
31815,1842,V14738_PolyASN_test_361_Jurkat__31-05-2013_LMA0_fr20,547,Jurkat,T-cell leukemia,/,blood,/,,PXD000426,2030,1946,1671,750,in-solution,LTQ Orbitrap Velos,24134513,1,IONBOT_v0.8.0
31816,1842,V14783_PolyASN_test_445_Jurkat__31-05-2013_LMA0_fr2,547,Jurkat,T-cell leukemia,/,blood,/,,PXD000426,2231,2105,1787,749,in-solution,LTQ Orbitrap Velos,24134513,2,IONBOT_v0.8.0
31817,1842,V14785_PolyASN_test_361_Jurkat__31-05-2013_LMA0_fr2,547,Jurkat,T-cell leukemia,/,blood,/,,PXD000426,1990,1884,1623,721,in-solution,LTQ Orbitrap Velos,24134513,1,IONBOT_v0.8.0
31818,1842,V14786_PolyASN_test_445_Jurkat__31-05-2013_LMA0_fr3,547,Jurkat,T-cell leukemia,/,blood,/,,PXD000426,1762,1669,1471,644,in-solution,LTQ Orbitrap Velos,24134513,2,IONBOT_v0.8.0
31819,1842,V14787_PolyASN_test_445_Jurkat__31-05-2013_LMA0_fr4,547,Jurkat,T-cell leukemia,/,blood,/,,PXD000426,1795,1695,1421,602,in-solution,LTQ Orbitrap Velos,24134513,2,IONBOT_v0.8.0
31820,1842,V14788_PolyASN_test_361_Jurkat__31-05-2013_LMA0_fr3,547,Jurkat,T-cell leukemia,/,blood,/,,PXD000426,1860,1741,1517,651,in-solution,LTQ Orbitrap Velos,24134513,1,IONBOT_v0.8.0
31821,1842,V14789_PolyASN_test_361_Jurkat__31-05-2013_LMA0_fr4,547,Jurkat,T-cell leukemia,/,blood,/,,PXD000426,1915,1813,1531,662,in-solution,LTQ Orbitrap Velos,24134513,1,IONBOT_v0.8.0
31822,1842,V14790_PolyASN_test_445_Jurkat__31-05-2013_LMA0_fr1_130617185057,547,Jurkat,T-cell leukemia,/,blood,/,,PXD000426,2224,2114,1821,777,in-solution,LTQ Orbitrap Velos,24134513,2,IONBOT_v0.8.0
31823,1842,V14791_PolyASN_test_361_Jurkat__31-05-2013_LMA0_fr1_130617170822,547,Jurkat,T-cell leukemia,/,blood,/,,PXD000426,2564,2451,2084,758,in-solution,LTQ Orbitrap Velos,24134513,1,IONBOT_v0.8.0
31824,1842,V14982_PolyASN_test_445_Jurkat__16-06-2013_LMA2_fr1,547,Jurkat,T-cell leukemia,/,blood,/,,PXD000426,1500,1411,1226,607,in-solution,LTQ Orbitrap Velos,24134513,2,IONBOT_v0.8.0
31825,1842,V14983_PolyASN_test_445_Jurkat__16-06-2013_LMA2_fr2,547,Jurkat,T-cell leukemia,/,blood,/,,PXD000426,1315,1268,1082,519,in-solution,LTQ Orbitrap Velos,24134513,2,IONBOT_v0.8.0
31826,1842,V14984_PolyASN_test_361_Jurkat__16-06-2013_LMA2_fr1,547,Jurkat,T-cell leukemia,/,blood,/,,PXD000426,1468,1382,1182,571,in-solution,LTQ Orbitrap Velos,24134513,1,IONBOT_v0.8.0
31827,1842,V14985_PolyASN_test_361_Jurkat__16-06-2013_LMA2_fr2,547,Jurkat,T-cell leukemia,/,blood,/,,PXD000426,1369,1288,1115,544,in-solution,LTQ Orbitrap Velos,24134513,1,IONBOT_v0.8.0
31828,1842,V14986_PolyASN_test_445_Jurkat__16-06-2013_LMA5_fr3,547,Jurkat,T-cell leukemia,/,blood,/,,PXD000426,1176,1086,948,520,in-solution,LTQ Orbitrap Velos,24134513,2,IONBOT_v0.8.0
31829,1842,V14987_PolyASN_test_445_Jurkat__16-06-2013_LMA5_fr4,547,Jurkat,T-cell leukemia,/,blood,/,,PXD000426,1097,1013,871,490,in-solution,LTQ Orbitrap Velos,24134513,2,IONBOT_v0.8.0
31830,1842,V14988_PolyASN_test_361_Jurkat__16-06-2013_LMA5_fr3,547,Jurkat,T-cell leukemia,/,blood,/,,PXD000426,1025,925,797,425,in-solution,LTQ Orbitrap Velos,24134513,1,IONBOT_v0.8.0
31831,1842,V14989_PolyASN_test_361_Jurkat__16-06-2013_LMA5_fr4,547,Jurkat,T-cell leukemia,/,blood,/,,PXD000426,1034,969,832,482,in-solution,LTQ Orbitrap Velos,24134513,1,IONBOT_v0.8.0
31832,1842,V14990_PolyASN_test_445_Jurkat__16-06-2013_LMA5_fr5,547,Jurkat,T-cell leukemia,/,blood,/,,PXD000426,1126,1048,907,502,in-solution,LTQ Orbitrap Velos,24134513,2,IONBOT_v0.8.0
31833,1842,V14991_PolyASN_test_445_Jurkat__16-06-2013_LMA5_fr6,547,Jurkat,T-cell leukemia,/,blood,/,,PXD000426,1231,1145,963,513,in-solution,LTQ Orbitrap Velos,24134513,2,IONBOT_v0.8.0
31834,1842,V14992_PolyASN_test_361_Jurkat__16-06-2013_LMA5_fr5,547,Jurkat,T-cell leukemia,/,blood,/,,PXD000426,1094,1015,870,498,in-solution,LTQ Orbitrap Velos,24134513,1,IONBOT_v0.8.0
31835,1842,V14993_PolyASN_test_361_Jurkat__16-06-2013_LMA5_fr6,547,Jurkat,T-cell leukemia,/,blood,/,,PXD000426,1280,1195,1028,560,in-solution,LTQ Orbitrap Velos,24134513,1,IONBOT_v0.8.0
31836,1842,V14994_PolyASN_test_445_Jurkat__16-06-2013_LMA5_fr7,547,Jurkat,T-cell leukemia,/,blood,/,,PXD000426,1204,1114,915,498,in-solution,LTQ Orbitrap Velos,24134513,2,IONBOT_v0.8.0
31837,1842,V14995_PolyASN_test_445_Jurkat__16-06-2013_LMA5_fr8,547,Jurkat,T-cell leukemia,/,blood,/,,PXD000426,1686,1620,1398,645,in-solution,LTQ Orbitrap Velos,24134513,2,IONBOT_v0.8.0
31838,1842,V14996_PolyASN_test_361_Jurkat__16-06-2013_LMA5_fr7,547,Jurkat,T-cell leukemia,/,blood,/,,PXD000426,1186,1105,906,491,in-solution,LTQ Orbitrap Velos,24134513,1,IONBOT_v0.8.0
31839,1842,V14997_PolyASN_test_361_Jurkat__16-06-2013_LMA5_fr8,547,Jurkat,T-cell leukemia,/,blood,/,,PXD000426,1927,1837,1583,671,in-solution,LTQ Orbitrap Velos,24134513,1,IONBOT_v0.8.0
31840,1842,V14998_PolyASN_test_445_Jurkat__16-06-2013_LMA5_fr9,547,Jurkat,T-cell leukemia,/,blood,/,,PXD000426,1472,1393,1197,602,in-solution,LTQ Orbitrap Velos,24134513,2,IONBOT_v0.8.0
31841,1842,V14999_PolyASN_test_445_Jurkat__16-06-2013_LMA5_fr10,547,Jurkat,T-cell leukemia,/,blood,/,,PXD000426,1605,1534,1329,650,in-solution,LTQ Orbitrap Velos,24134513,2,IONBOT_v0.8.0
31842,1842,V15000_PolyASN_test_361_Jurkat__16-06-2013_LMA5_fr9,547,Jurkat,T-cell leukemia,/,blood,/,,PXD000426,1451,1360,1180,599,in-solution,LTQ Orbitrap Velos,24134513,1,IONBOT_v0.8.0
31843,1842,V15001_PolyASN_test_361_Jurkat__16-06-2013_LMA5_fr10,547,Jurkat,T-cell leukemia,/,blood,/,,PXD000426,1664,1583,1377,650,in-solution,LTQ Orbitrap Velos,24134513,1,IONBOT_v0.8.0
31844,1842,V15002_PolyASN_test_445_Jurkat__16-06-2013_LMA5_fr11,547,Jurkat,T-cell leukemia,/,blood,/,,PXD000426,1694,1592,1418,641,in-solution,LTQ Orbitrap Velos,24134513,2,IONBOT_v0.8.0
31845,1842,V15003_PolyASN_test_445_Jurkat__16-06-2013_LMA5_fr12,547,Jurkat,T-cell leukemia,/,blood,/,,PXD000426,1636,1530,1380,667,in-solution,LTQ Orbitrap Velos,24134513,2,IONBOT_v0.8.0
31846,1842,V15004_PolyASN_test_361_Jurkat__16-06-2013_LMA5_fr11,547,Jurkat,T-cell leukemia,/,blood,/,,PXD000426,1604,1530,1355,630,in-solution,LTQ Orbitrap Velos,24134513,1,IONBOT_v0.8.0
