,h_uniprot,mouse_uniprot
3763,Q9BX59,Q8VD31
3764,Q9BX66,A0A286YCI8
3765,Q9BX67,Q9D8B7
3766,Q9BX68,Q9D0S9
3767,Q9BX95,Q9JI99
3768,Q9BX97,G3X924
3769,Q9BXB4,G5E8A0
3770,Q9BXB5,S4R1M9
3771,Q9BXD5,Q9DCJ9
3772,Q9BXI3,A3KFX0
3773,Q9BXJ0,Q8K479
3774,Q9BXL7,Q8CIS0
3775,Q9BXN1,Q99MQ4
3776,Q9BXP5,Q99MR6
3777,Q9BXP8,E9PZ87
3778,Q9BXS1,Q8BFZ6
3779,Q9BXS6,Q9ERH4
3780,Q9BXU1,Q99MW1
3781,Q9BXV9,P0C8B4
3782,Q9BXW6,Q91XL9
3783,Q9BXW7,Q91WM2
3784,Q9BXX0,Q8K482
3785,Q9BXY0,Q8BGS0
3786,Q9BY11,Q61644
3787,Q9BY32,Q9D892
3788,Q9BY89,A0A1B0GR85
3789,Q9BYC9,Q9CQL4
3790,Q9BYD2,Q3UK02
3791,Q9BYE9,E9Q7P9
3792,Q9BYF1,Q8R0I0
3793,Q9BYG5,Q9JK83
3794,Q9BYJ9,A2AWN8
3795,Q9BYK8,A2AS03
3796,Q9BYN0,A2AQU8
3797,Q9BYN8,Q80ZS3
3798,Q9BYT8,Q91YP2
3799,Q9BYV1,H7BWY3
3800,Q9BYV2,Q9ERP3
3801,Q9BYV6,G3X8Y1
3802,Q9BYV9,P97303
3803,Q9BYX2,B1AVH7
3804,Q9BYZ2,Q8BVP2
3805,Q9BYZ8,Q9D8G5
3806,Q9BZ67,Q3UFK8
3807,Q9BZ72,Q6ZPQ6
3808,Q9BZ95,D3Z357
3809,Q9BZE4,Q99ME9
3810,Q9BZF1,B9EJ86
3811,Q9BZF3,F8WIZ7
3812,Q9BZH6,G5E8J3
3813,Q9BZL1,E0CZB3
3814,Q9BZL4,Q3UMT1
3815,Q9BZL6,Q8BZ03
3816,Q9BZQ2,Q3TTP0
3817,Q9BZQ8,Q3UW53
3818,Q9BZV3,Q80XH2
3819,Q9BZW8,Q07763
3820,Q9BZZ2,G3X8X6
3821,Q9C000,Q2LKU9
3822,Q9C002,Q810Q5
3823,Q9C005,Q99LT0
3824,Q9C026,Q8C7M3
3825,Q9C040,E9QKC6
3826,Q9C075,Q99PS0
3827,Q9C0B0,Q8BL48
3828,Q9C0B7,Q8C3S2
3829,Q9C0C2,P58871
3830,Q9C0C4,Q64151
3831,Q9C0C9,Q6ZPJ3
3832,Q9C0D5,Q0VGY8
3833,Q9C0E8,Q7TQ95
3834,Q9C0F1,Q5HZK1
3835,Q9C0H5,G3X932
3836,Q9C0H6,B1AZR0
3837,Q9C0I1,Q80TA6
3838,Q9C0J8,Q8K4P0
3839,Q9GZL7,Q9JJA4
3840,Q9GZM7,Q99JR5
3841,Q9GZN8,F8WIU1
3842,Q9GZP4,Q8BWR2
3843,Q9GZR5,Q9EQC4
3844,Q9GZS1,Q8K202
3845,Q9GZT3,Q9D8T7
3846,Q9GZT8,Q9EQ80
3847,Q9GZT9,Q91YE3
3848,Q9GZV7,Q9ESM3
3849,Q9GZY6,Q9JHL0
3850,Q9H008,Q9D7I5
3851,Q9H061,Q9D8Y1
3852,Q9H081,Q9CY25
3853,Q9H0B6,Q91YS4
3854,Q9H0C2,Q3V132
3855,Q9H0D6,Q9DBR1
3856,Q9H0L4,Q8C7E9
3857,Q9H0Q0,Q8BHZ0
3858,Q9H0S4,Q9CWX9
3859,Q9H0U6,Q9CQL5
3860,Q9H0V9,D3Z4P2
3861,Q9H0W5,D3YZV8
3862,Q9H0W8,Q9DB90
3863,Q9H156,Q810C0
3864,Q9H190,Q99JZ0
3865,Q9H1B7,Q8K3X4
3866,Q9H1D9,Q921X6
3867,Q9H1E3,Q80XU3
3868,Q9H1E5,Q8C0L0
3869,Q9H1I8,Q91WR3
3870,Q9H1K0,Q80Y56
3871,Q9H1K4,Q9DB41
3872,Q9H1R2,Q8R4V2
3873,Q9H1R3,Q8VCR8
3874,Q9H1V8,Q8BJI1
3875,Q9H1Z4,Q91V09
3876,Q9H223,Q9EQP2
3877,Q9H228,Q91X56
3878,Q9H237,Q9JJJ7
3879,Q9H244,Q9CPV9
3880,Q9H269,G3X8X7
3881,Q9H2A2,Q8BH00
3882,Q9H2C0,F6TZU3
3883,Q9H2D6,Q99KW3
3884,Q9H2G2,O54988
3885,Q9H2J4,Q8BVF2
3886,Q9H2K0,Q9CZD5
3887,Q9H2K8,Q8BYC6
3888,Q9H2M3,Q91WS4
3889,Q9H2M9,E9QKE4
3890,Q9H2P9,Q9CWQ0
3891,Q9H2U2,Q91VM9
3892,Q9H2W6,Q9EQI8
3893,Q9H2X9,Q91V14
3894,Q9H307,Q3TUQ5
3895,Q9H330,D3YWD3
3896,Q9H3D4,O88898
3897,Q9H3H3,Q8VD62
3898,Q9H3K2,Q91VC9
3899,Q9H3M7,Q8BG60
3900,Q9H3N1,Q8VBT0
3901,Q9H3P7,A0A0R4J079
3902,Q9H3Q1,Q9JM96
3903,Q9H3R2,P19467
3904,Q9H3S7,Q6PB44
3905,Q9H3T3,O54951
3906,Q9H3U7,A0A3B2WCK7
3907,Q9H3Z4,P60904
3908,Q9H425,Q8C3W1
3909,Q9H444,Q9D8B3
3910,Q9H477,Q8R1Q9
3911,Q9H479,Q9ER35
3912,Q9H488,Q91ZW2
3913,Q9H490,Q3TAA8
3914,Q9H492,Q91VR7
3915,Q9H4A6,Q9CRA5
3916,Q9H4B7,A2AQ07
3917,Q9H4E7,A0A0R4IZX1
3918,Q9H4F8,A0A0R4J1E4
3919,Q9H4G4,Q9CYL5
3920,Q9H4I9,Q9DB10
3921,Q9H4L5,D3YTT6
3922,Q9H4L7,Q04692
3923,Q9H4Z3,P59114
3924,Q9H501,Q3V1V3
3925,Q9H511,G3X9D8
3926,Q9H553,Q9DBE8
3927,Q9H598,O35633
3928,Q9H5K3,Q3TUA9
3929,Q9H5Q4,Q3TL26
3930,Q9H5V9,Z4YLD0
3931,Q9H5X1,Q9DCL2
3932,Q9H6A0,S4R219
3933,Q9H6E4,Q8C7V8
3934,Q9H6F2,Q3TMP8
3935,Q9H6F5,Q9JJ89
3936,Q9H6K4,A0A0U1RPB1
3937,Q9H6K5,E9PV26
3938,Q9H6Q4,Q7TMW6
3939,Q9H6S0,B2RR83
3940,Q9H6S1,Q9QYP6
3941,Q9H6T3,Q9D706
3942,Q9H6U6,B1AR74
3943,Q9H6W3,Q9JJF3
3944,Q9H6X2,Q9CZ52
3945,Q9H772,O88273
3946,Q9H773,Q9QY93
3947,Q9H792,Q69Z38
3948,Q9H7C4,Q9EPM5
3949,Q9H7D0,B2RY04
3950,Q9H7E2,Q91W18
3951,Q9H7J1,H3BJB2
3952,Q9H7L9,A0A0R4J243
3953,Q9H7M9,A0A171EBK7
3954,Q9H7N4,Q5U4C3
3955,Q9H7Z3,Q80XC6
3956,Q9H7Z6,Q9D1P2
3957,Q9H7Z7,Q8BWM0
3958,Q9H814,Q9JJT9
3959,Q9H832,Q3UE37
3960,Q9H845,Q8JZN5
3961,Q9H875,Q9CWV6
3962,Q9H8L6,A6H6E2
3963,Q9H8M2,A0A0R4J175
3964,Q9H8M5,Q3TWN3
3965,Q9H8W4,Q91WB4
3966,Q9H8Y8,Q99JX3
3967,Q9H900,G3X9Z0
3968,Q9H939,Q99M15
3969,Q9H974,A0A5F8MPN7
3970,Q9H977,Q9R0D8
3971,Q9H987,B2RQK7
3972,Q9H993,A6H630
3973,Q9H9A6,A0A0R4J0W6
3974,Q9H9B4,Q99JR1
3975,Q9H9F9,A0A0A0MQ89
3976,Q9H9G7,Q8CJF9
3977,Q9H9J2,Q9CY73
3978,Q9H9L3,A0A0R4J0R3
3979,Q9H9Y6,P70700
3980,Q9HA64,Q8K274
3981,Q9HA65,Q8BYH7
3982,Q9HA72,Q8VEC4
3983,Q9HA77,G3X975
3984,Q9HAB8,Q8VDG5
3985,Q9HAF1,Q2VPQ9
3986,Q9HAN9,Q9EPA7
3987,Q9HAT2,P70665
3988,Q9HAU0,E9Q6H8
3989,Q9HAU5,A2AT37
3990,Q9HAV0,P29387
3991,Q9HAV4,Q924C1
3992,Q9HAV7,Q99LP6
3993,Q9HAW8,Q62452
3994,Q9HB40,Q920A5
3995,Q9HB71,Q9CXW3
3996,Q9HB90,Q99K70
3997,Q9HBG6,E9Q9G8
3998,Q9HBH5,Q9ERI6
3999,Q9HBI0,E9PYG5
4000,Q9HBI1,Q9ES46
4001,Q9HBK9,Q91WU5
4002,Q9HBL7,Q9D3P8
4003,Q9HBL8,Q8K2T1
4004,Q9HBM1,Q3UA16
4005,Q9HBR0,Q5I012
4006,Q9HBT6,Q9Z0M3
4007,Q9HC35,F8WJ93
4008,Q9HC52,Q9QXV1
4009,Q9HC78,Q8K0L9
4010,Q9HC84,E9Q5I3
4011,Q9HCB6,Q8VCC9
4012,Q9HCC0,Q3ULD5
4013,Q9HCD5,Q91W39
4014,Q9HCE0,Q80TA9
4015,Q9HCE3,S4R2I9
4016,Q9HCG7,Q69ZF3
4017,Q9HCH3,Q8JZW4
4018,Q9HCJ6,Q80TB8
4019,Q9HCK0,Q8C8S0
4020,Q9HCK5,Q8CJF8
4021,Q9HCM2,Q80UG2
4022,Q9HCM3,Q68FD9
4023,Q9HCM4,Q8BGS1
4024,Q9HCN3,Q9ESN3
4025,Q9HCN8,Q9ESP1
4026,Q9HCQ7,Q9ESQ8
4027,Q9HCS5,P52963
4028,Q9HCS7,Q9DCD2
4029,Q9HCU0,Q91V98
4030,Q9HCU4,Q9R0M0
4031,Q9HCY8,Q9D2Q8
4032,Q9HD15,Q80VJ2
4033,Q9HD20,Q9EPE9
4034,Q9HD33,Q8K2Y7
4035,Q9HD40,Q6P6M7
4036,Q9HD45,Q9ET30
4037,Q9HD47,Q9JIB0
4038,Q9HD89,Q99P87
4039,Q9HDC5,Q9ET80
4040,Q9HDC9,Q9D7N9
4041,Q9NP31,Q9QXK9
4042,Q9NP55,P97361
4043,Q9NP58,Q9DC29
4044,Q9NP61,A0A0R4J0T8
4045,Q9NP72,A0A3Q4EI12
4046,Q9NP77,Q9CY97
4047,Q9NP92,Q9D0G0
4048,Q9NP98,Q9JK37
4049,Q9NPA2,Q3U435
4050,Q9NPA3,Q9CQ20
4051,Q9NPA8,Q9JIX0
4052,Q9NPB8,Q8C0L9
4053,Q9NPC6,Q9JJW5
4054,Q9NPE3,Q9CQS2
4055,Q9NPF0,Q9Z1P5
4056,Q9NPF4,A0A0R4J1Y3
4057,Q9NPF5,Q9JI44
4058,Q9NPH2,Q9JHU9
4059,Q9NPI1,O88665
4060,Q9NPI6,Q91YD3
4061,Q9NPJ3,Q9CQR4
4062,Q9NPY3,O89103
4063,Q9NQ38,Q148R4
4064,Q9NQ48,Q9JHQ5
4065,Q9NQ50,Q9Z2Q5
4066,Q9NQ75,Q08EC4
4067,Q9NQ88,Q8BZA9
4068,Q9NQC3,Q99P72
4069,Q9NQE9,Q9CPS6
4070,Q9NQG5,Q9CSU0
4071,Q9NQH7,B7ZMP1
4072,Q9NQL2,B1AWT3
4073,Q9NQR4,Q9JHW2
4074,Q9NQR7,Q3UHB8
4075,Q9NQS1,Q9D9K3
4076,Q9NQS7,Q9WU62
4077,Q9NQT5,Q7TQK4
4078,Q9NQT8,A0A286YCV9
4079,Q9NQW6,Q8K298
4080,Q9NQX4,E9Q1F5
4081,Q9NQZ2,Q9JI13
4082,Q9NQZ5,F7BBA2
4083,Q9NR09,O88738
4084,Q9NR12,Q3TJD7
4085,Q9NR19,A2AQN4
4086,Q9NR28,Q9JIQ3
4087,Q9NR30,Q9JIK5
4088,Q9NR31,Q99JZ4
4089,Q9NR45,Q99J77
4090,Q9NR50,B1AUN2
4091,Q9NRB3,Q99LL3
4092,Q9NRC6,A0A571BF02
4093,Q9NRF8,P70303
4094,Q9NRG4,Q8R5A0
4095,Q9NRG7,Q5M8N4
4096,Q9NRG9,P58742
4097,Q9NRK6,Q9JI39
4098,Q9NRL2,O88379
4099,Q9NRN5,A0A0R4J086
4100,Q9NRN7,Q9CQF6
4101,Q9NRR5,Q99NB8
4102,Q9NRU3,A0A286YDL2
4103,Q9NRW1,P61294
4104,Q9NRX3,Q4FZG9
4105,Q9NRX4,Q9DAK9
4106,Q9NRX5,Q9QZI8
4107,Q9NRY2,Q3TXT3
4108,Q9NRY4,Q91YM2
4109,Q9NRZ5,Q8K4X7
4110,Q9NRZ7,Q9D517
4111,Q9NS39,Q9JI20
4112,Q9NS69,Q9CPQ3
4113,Q9NS86,Q9JJK2
4114,Q9NSB2,Q99M73
4115,Q9NSB4,Q99M74
4116,Q9NSD5,P31649
4117,Q9NSD9,Q9WUA2
4118,Q9NSE4,Q8BIJ6
4119,Q9NSK0,Q9DBS5
4120,Q9NSY0,Q91V36
4121,Q9NT22,P59900
4122,Q9NT62,Q9CPX6
4123,Q9NTI5,F8WHU5
4124,Q9NTJ4,Q91W89
4125,Q9NTM9,Q9D8X1
4126,Q9NTX5,Q9D9V3
4127,Q9NTZ6,Q8R4X3
4128,Q9NU22,A2ANY6
4129,Q9NUB1,Q99NB1
4130,Q9NUJ1,Q6PE15
4131,Q9NUL5,Q8CAK3
4132,Q9NUM4,Q80X71
4133,Q9NUP1,Q8VED2
4134,Q9NUP9,O88952
4135,Q9NUQ2,Q9D1E8
4136,Q9NUQ3,Q8BHN1
4137,Q9NUQ8,Q8K268
4138,Q9NUQ9,Q921M7
4139,Q9NUS5,Q80V29
4140,Q9NUT2,Q9CXJ4
4141,Q9NUU6,Q3TVP5
4142,Q9NV31,Q921Y2
4143,Q9NV35,Q8BG93
4144,Q9NV56,Q9DAT2
4145,Q9NV70,Q6P1Y9
4146,Q9NVD7,Q9EPC1
4147,Q9NVE7,Q80YV4
4148,Q9NVG8,Q8R3D1
4149,Q9NVH0,Q8VEG4
4150,Q9NVH1,Q5U458
4151,Q9NVH2,A0A0R4J0E4
4152,Q9NVI7,Q925I1
4153,Q9NVJ2,Q9CQW2
4154,Q9NVK5,Q9CRA9
4155,Q9NVM1,Q8K2Y3
4156,Q9NVM6,Q91WT4
4157,Q9NVP1,Q8K363
4158,Q9NVQ4,D3Z3C1
4159,Q9NVT9,Q9D7A8
4160,Q9NVV4,Q9D0D3
4161,Q9NW08,P59470
4162,Q9NW13,Q8CGC6
4163,Q9NW15,Q8BH79
4164,Q9NW64,Q8BHS3
4165,Q9NW82,G3X934
4166,Q9NWA0,Q8VCS6
4167,Q9NWB6,Q3UL36
4168,Q9NWM8,P59024
4169,Q9NWQ8,Q3U1F9
4170,Q9NWT1,Q9DCE5
4171,Q9NWU1,Q9D404
4172,Q9NWU2,Q9D7M1
4173,Q9NWV4,Q8BHG2
4174,Q9NWX6,Q9CY52
4175,Q9NWY4,Q8CFE2
4176,Q9NWZ3,Q8R4K2
4177,Q9NWZ5,Q91YL3
4178,Q9NX00,Q9D938
4179,Q9NX08,Q9CZG3
4180,Q9NX14,O09111
4181,Q9NX20,Q99N93
4182,Q9NX46,Q8CG72
4183,Q9NX47,Q3KNM2
4184,Q9NX55,Q9CR41
4185,Q9NX57,P35295
4186,Q9NX58,Q08288
4187,Q9NX62,Q80V26
4188,Q9NXA8,A0A1Y7VM56
4189,Q9NXC2,Q3UHD2
4190,Q9NXC5,Q8VE19
4191,Q9NXD2,Q7TPM9
4192,Q9NXF1,Q3URQ0
4193,Q9NXG2,Q99J36
4194,Q9NXH3,Q7TT52
4195,Q9NXH8,Q8BH02
4196,Q9NXJ5,Q9ESW8
4197,Q9NXR7,Q8K3W0
4198,Q9NXV6,Q8BI72
4199,Q9NXW9,Q9D8F1
4200,Q9NXX6,G3XA30
4201,Q9NY12,Q9CY66
4202,Q9NY15,G3X973
4203,Q9NY61,Q9JKX4
4204,Q9NYA1,Q8CI15
4205,Q9NYB0,Q91VL8
4206,Q9NYH9,Q8VCY6
4207,Q9NYJ1,Q8BT51
4208,Q9NYL2,Q9ESL4
4209,Q9NYL9,Q9JHJ0
4210,Q9NYN1,Q08AT1
4211,Q9NYQ8,Q5F226
4212,Q9NYU1,E9Q4X2
4213,Q9NYU2,Q6P5E4
4214,Q9NYY8,Q922E6
4215,Q9NYZ3,Q8R080
4216,Q9NZ08,Q9EQH2
4217,Q9NZ45,Q91WS0
4218,Q9NZ56,Q9JL04
4219,Q9NZ63,Q3TQI7
4220,Q9NZA1,A0A668KLB7
4221,Q9NZB2,Q6A0A9
4222,Q9NZC7,Q91WL8
4223,Q9NZD2,Q9JL62
4224,Q9NZH0,D2DFA9
4225,Q9NZI8,O88477
4226,Q9NZJ4,E9QNY8
4227,Q9NZJ6,Q8BMS4
4228,Q9NZL4,Q99P31
4229,Q9NZL9,Q99LB6
4230,Q9NZM1,A0A286YDF5
4231,Q9NZN3,Q9QXY6
4232,Q9NZN4,Q8BH64
4233,Q9NZP8,Q3UZ09
4234,Q9NZQ3,Q9ESJ4
4235,Q9NZQ7,Q9EP73
4236,Q9NZR1,Q9JKK7
4237,Q9NZT1,Q9JM83
4238,Q9NZZ3,Q9D7S9
4239,Q9P000,Q8K2Q0
4240,Q9P013,Q9JHS9
4241,Q9P016,Q91YJ3
4242,Q9P032,Q9D1H6
4243,Q9P035,Q8K2C9
4244,Q9P0I2,Q99KI3
4245,Q9P0J0,Q9ERS2
4246,Q9P0J1,A2AJQ0
4247,Q9P0J7,Q80UY2
4248,Q9P0K7,Q9EP71
4249,Q9P0K9,B1AXV0
4250,Q9P0L0,Q9WV55
4251,Q9P0M6,Q8CCK0
4252,Q9P0S9,Q9CQN6
4253,Q9P0V3,Q921I6
4254,Q9P0Z9,Q9D826
4255,Q9P107,Q6PGG2
4256,Q9P1F3,E9QMV2
4257,Q9P1U1,Q641P0
4258,Q9P1W8,A0A0A6YXN8
4259,Q9P1Y5,Q80VC9
4260,Q9P1Z0,Q5F293
4261,Q9P206,A2A7S8
4262,Q9P212,S4R1Q8
4263,Q9P219,Q6VGS5
4264,Q9P227,B1AQY2
4265,Q9P253,Q8R307
4266,Q9P258,Q8BK67
4267,Q9P265,Q3UH60
4268,Q9P266,Q5DTX6
4269,Q9P270,Q8CI08
4270,Q9P273,G3X907
4271,Q9P287,Q9CWI3
4272,Q9P291,Q9CX83
4273,Q9P299,Q9JHH9
4274,Q9P2A4,Q8BYZ1
4275,Q9P2B2,Q9WV91
4276,Q9P2B4,Q99LJ0
4277,Q9P2D1,A2AJK6
4278,Q9P2D3,Q8C547
4279,Q9P2E3,Q8R151
4280,Q9P2E9,A2AVJ7
4281,Q9P2G1,Q6ZPS6
4282,Q9P2G3,Q69ZK5
4283,Q9P2G4,Q8BJS7
4284,Q9P2I0,O35218
4285,Q9P2L0,Q8BND3
4286,Q9P2M7,A0A5F8MPT6
4287,Q9P2N5,Q5SFM8
4288,Q9P2R3,Q810B6
4289,Q9P2U7,A0A1B0GRU0
4290,Q9P2V4,Q8K099
4291,Q9P2W3,Q9JMF3
4292,Q9P2X0,Q9D1Q4
4293,Q9P2Y4,Q6IQX8
4294,Q9UBB5,Q9Z2E1
4295,Q9UBB6,Q9Z0E0
4296,Q9UBB9,Q9ERA6
4297,Q9UBC5,O88329
4298,Q9UBC9,O09116
4299,Q9UBD5,Q9JK30
4300,Q9UBF2,Q9QXK3
4301,Q9UBF6,Q9WTZ1
4302,Q9UBG0,Q64449
4303,Q9UBG3,D3YUU6
4304,Q9UBI6,A0A0N4SW28
4305,Q9UBI9,Q3V1N5
4306,Q9UBJ2,A0A0R4J0U5
4307,Q9UBK8,A0A0R4J0G9
4308,Q9UBM4,G3UVW2
4309,Q9UBP9,Q8K2A1
4310,Q9UBQ7,Q91Z53
4311,Q9UBR1,Q8VC97
4312,Q9UBR2,Q9WUU7
4313,Q9UBS3,Q9QYI6
4314,Q9UBS4,Q99KV1
4315,Q9UBT2,Q9Z1F9
4316,Q9UBT7,O88327
4317,Q9UBU3,Q9EQX0
4318,Q9UBU6,Q3URQ4
4319,Q9UBV2,Q9Z2G6
4320,Q9UBV8,Q8BFY6
4321,Q9UBW5,A0A5F8MQ05
4322,Q9UBW7,Q9CU65
4323,Q9UBW8,Q9CZ04
4324,Q9UBY8,Q9QUK3
4325,Q9UDR5,Q99K67
4326,Q9UDT6,Q9Z0H8
4327,Q9UDW1,Q8R1I1
4328,Q9UDY4,Q9D832
4329,Q9UDY8,Q2TBA3
4330,Q9UEE9,O88271
4331,Q9UEG4,Q6A085
4332,Q9UER7,Q3UKR0
4333,Q9UEU0,Q91XH6
4334,Q9UEW8,Q9Z1W9
4335,Q9UEY8,Q9QYB5
4336,Q9UFN0,Q9CQE1
4337,Q9UFW8,Q8BHG9
4338,Q9UG01,Q6VH22
4339,Q9UG63,Q99LE6
4340,Q9UGI8,Q921W7
4341,Q9UGM6,Q9CYK1
4342,Q9UGP8,Q8VHE0
4343,Q9UGR2,F8VPP8
4344,Q9UGT4,Q9DBX3
4345,Q9UGU0,Q9EPQ8
4346,Q9UGU5,Q80Y32
4347,Q9UH62,Q8BHS6
4348,Q9UH65,Q6A028
4349,Q9UH99,Q8BJS4
4350,Q9UHA4,O88653
4351,Q9UHB7,Q9ESC8
4352,Q9UHB9,Q8BMA6
4353,Q9UHC6,E9QNF7
4354,Q9UHD8,Q80UG5
4355,Q9UHD9,Q9QZM0
4356,Q9UHF0,P55099
4357,Q9UHF1,Q3UTJ7
4358,Q9UHG2,Q9QXV0
4359,Q9UHG3,Q9CQF9
4360,Q9UHI6,Q9JJY4
4361,Q9UHL4,Q9ET22
4362,Q9UHN6,Q5FWI3
4363,Q9UHP9,Q9DC77
4364,Q9UHQ9,Q9DB73
4365,Q9UHR4,Q9DBJ3
4366,Q9UHV9,O70591
4367,Q9UHY7,Q8BGB7
4368,Q9UI08,A0A1Y7VJA2
4369,Q9UI09,A0A0R4J275
4370,Q9UI17,Q9DBT9
4371,Q9UI40,Q14BI1
4372,Q9UI47,Q65CL1
4373,Q9UIA0,Q80YW0
4374,Q9UIB8,A0A0R4J0K5
4375,Q9UID3,Q3UVL4
4376,Q9UIG0,Q9Z277
4377,Q9UII2,O35143
4378,Q9UIJ7,Q9WTP7
4379,Q9UIQ6,Q8C129
4380,Q9UIV1,Q60809
4381,Q9UIW2,P70206
4382,Q9UJ14,Q99JP7
4383,Q9UJ68,Q9D6Y7
4384,Q9UJ72,Q9QZ10
4385,Q9UJA5,Q8CE96
4386,Q9UJA9,Q9EQG7
4387,Q9UJC3,Q8BIL5
4388,Q9UJC5,A0A087WS96
4389,Q9UJF2,E9PW37
4390,Q9UJM8,Q9WU19
4391,Q9UJQ1,Q9D387
4392,Q9UJS0,Q9QXX4
4393,Q9UJV9,A0A1S6GWJ4
4394,Q9UJW0,Q8CBY8
4395,Q9UJX2,A0A0R4J1W7
4396,Q9UJX3,Q9WVM3
4397,Q9UJX5,Q91W96
4398,Q9UJX6,Q8BZQ7
4399,Q9UJY1,Q9JK92
4400,Q9UJY4,Q6P5E6
4401,Q9UJY5,Q8R0H9
4402,Q9UJZ1,Q99JB2
4403,Q9UK45,Q9CQQ8
4404,Q9UK58,Q52KE7
4405,Q9UK59,Q923B1
4406,Q9UK61,Q69ZR9
4407,Q9UKA4,E9Q777
4408,Q9UKA9,Q91Z31
4409,Q9UKB1,Q5SRY7
4410,Q9UKD2,Q9D0I8
4411,Q9UKE5,B2RQ80
4412,Q9UKG1,Q8K3H0
4413,Q9UKJ3,A2A6A1
4414,Q9UKK3,E9PYK3
4415,Q9UKL0,Q8CFE3
4416,Q9UKL4,O54851
4417,Q9UKN8,Q8BMQ2
4418,Q9UKP3,Q9R000
4419,Q9UKR5,Q9ERY9
4420,Q9UKT9,O08900
4421,Q9UKU7,D3YTT4
4422,Q9UKU9,Q9R045
4423,Q9UKV8,Q8CJG0
4424,Q9UKW4,Q9R0C8
4425,Q9UKX3,B1AR69
4426,Q9UKX5,A0A0B4J1F0
4427,Q9UKX7,Q9JIH2
4428,Q9UKY0,A0A075B668
4429,Q9UKY7,Q4VAA2
4430,Q9UKZ1,Q9CWN7
4431,Q9UL15,Q8CI32
4432,Q9UL17,Q9JKD8
4433,Q9UL25,P35282
4434,Q9UL26,P35285
4435,Q9UL51,O88703
4436,Q9UL54,Q6ZQ29
4437,Q9ULC0,Q9R0H2
4438,Q9ULC3,Q9D4I9
4439,Q9ULC5,Q8JZR0
4440,Q9ULC6,Q9Z185
4441,Q9ULD0,E9Q7L0
4442,Q9ULD2,A0A0R4J1L9
4443,Q9ULE6,A0A0R4J007
4444,Q9ULG6,Q640L3
4445,Q9ULJ3,E9Q444
4446,Q9ULJ7,F7BE84
4447,Q9ULJ8,H3BJD6
4448,Q9ULL0,E9Q0C6
4449,Q9ULL4,Q9QY40
4450,Q9ULL5,E9PYL2
4451,Q9ULP9,Q3UUG6
4452,Q9ULR0,Q69ZQ2
4453,Q9ULR3,Q3UYC0
4454,Q9ULV0,G3X9Y9
4455,Q9ULW0,A2APB8
4456,Q9ULW8,Q9Z184
4457,Q9ULX3,Q8BW10
4458,Q9ULX6,Q5RL57
4459,Q9ULX7,Q9WVT6
4460,Q9ULZ2,Q9JM90
4461,Q9ULZ3,Q9EPB4
4462,Q9UM07,Q9Z183
4463,Q9UM22,Q99M71
4464,Q9UM47,Q61982
4465,Q9UM82,Q8K004
4466,Q9UMD9,Q07563
4467,Q9UMF0,Q60625
4468,Q9UMS0,A0A0N4SUH8
4469,Q9UMS4,Q99KP6
4470,Q9UMS6,E9Q1U2
4471,Q9UMX0,Q8R317
4472,Q9UMX3,O35425
4473,Q9UMX5,Q9CQ45
4474,Q9UMX6,E9PWU1
4475,Q9UMZ2,V9GX40
4476,Q9UN37,Q8VEJ9
4477,Q9UN79,Q04891
4478,Q9UN86,P97379
4479,Q9UNA0,Q9R001
4480,Q9UNE7,Q9WUD1
4481,Q9UNF0,Q9WVE8
4482,Q9UNN8,Q64695
4483,Q9UNS2,O88543
4484,Q9UNW1,Q9Z2L6
4485,Q9UNW9,D3YVV7
4486,Q9UNX4,Q8BHB4
4487,Q9UNZ2,Q9CZ44
4488,Q9UP83,Q8C0L8
4489,Q9UPA5,O88737
4490,Q9UPN7,Q7TSI3
4491,Q9UPN9,E9QP19
4492,Q9UPR6,E9Q5M4
4493,Q9UPU5,E9PV45
4494,Q9UPU7,Q3U0J8
4495,Q9UPU9,Q8CBY1
4496,Q9UPV7,Q80TL4
4497,Q9UPX0,A0A1L1SR84
4498,Q9UPY3,F8VQ54
4499,Q9UPY6,Q8VHI6
4500,Q9UPY8,Q6PER3
4501,Q9UQ03,Q8BH44
4502,Q9UQ16,E9QLL2
4503,Q9UQ35,Q8BTI8
4504,Q9UQC2,Q3ZB57
4505,Q9UQC9,Q8BG22
4506,Q9UQE7,Q9CW03
4507,Q9UQP3,Q80Z71
4508,Q9UQR0,B1AVB3
4509,Q9UQR1,Q61624
4510,Q9Y216,Q9Z2C9
4511,Q9Y217,Q8VE11
4512,Q9Y223,Q3UW64
4513,Q9Y224,Q9CQE8
4514,Q9Y228,G3X949
4515,Q9Y230,Q9WTM5
4516,Q9Y235,Q9WV35
4517,Q9Y237,Q9CWW6
4518,Q9Y251,Q6YGZ1
4519,Q9Y259,O55229
4520,Q9Y263,P27612
4521,Q9Y265,P60122
4522,Q9Y266,O35685
4523,Q9Y277,J3QMG3
4524,Q9Y279,F6TUL9
4525,Q9Y281,P45591
4526,Q9Y289,Q5U4D8
4527,Q9Y294,Q9CQE6
4528,Q9Y295,P32233
4529,Q9Y2A7,A2AS98
4530,Q9Y2C4,Q8C163
4531,Q9Y2D0,Q9QZA0
4532,Q9Y2F5,E9Q286
4533,Q9Y2H0,B1AZP2
4534,Q9Y2H1,Q7TSE6
4535,Q9Y2H6,Q8BX90
