,assay_id,project_id,filename,cell_id,cell_line,disease,treatment,tissue_type,sub_cell,organ_id,PXD_accession,all_PSM,sign_PSM,peptides,proteins
206,31070,1816,QEXI09126,547,Jurkat,T-cell leukemia,/,blood,/,,PXD004280,98419,24309,8699,1542
207,31071,1816,QEXI09128,547,Jurkat,T-cell leukemia,/,blood,/,,PXD004280,97715,23544,8423,1495
208,31072,1816,QEXI09130,547,Jurkat,T-cell leukemia,/,blood,/,,PXD004280,99155,24326,8621,1544
209,31073,1816,QEXI09132,547,Jurkat,T-cell leukemia,/,blood,/,,PXD004280,96727,23428,8416,1514
210,31074,1816,QEXI09134,547,Jurkat,T-cell leukemia,/,blood,/,,PXD004280,95984,22722,8190,1429
211,31075,1816,QEXI09136,547,Jurkat,T-cell leukemia,/,blood,/,,PXD004280,95277,22386,8049,1401
212,31076,1816,QEXI09138,547,Jurkat,T-cell leukemia,/,blood,/,,PXD004280,98897,24221,8607,1526
213,31077,1816,QEXI09140,547,Jurkat,T-cell leukemia,/,blood,/,,PXD004280,96300,22743,8081,1423
214,31078,1816,QEXI09147,547,Jurkat,T-cell leukemia,/,blood,/,,PXD004280,87309,18894,6474,1261
215,31079,1816,QEXI09149,547,Jurkat,T-cell leukemia,/,blood,/,,PXD004280,81371,17038,5880,1256
216,31080,1816,QEXI09151,547,Jurkat,T-cell leukemia,/,blood,/,,PXD004280,79017,17184,6005,1188
217,31081,1816,QEXI09153,547,Jurkat,T-cell leukemia,/,blood,/,,PXD004280,78656,16139,5629,1152
218,31082,1816,QEXI09155,547,Jurkat,T-cell leukemia,/,blood,/,,PXD004280,94772,22280,7937,1380
219,31083,1816,QEXI09157,547,Jurkat,T-cell leukemia,/,blood,/,,PXD004280,97410,23420,8313,1416
220,31084,1816,QEXI09159,547,Jurkat,T-cell leukemia,/,blood,/,,PXD004280,99479,24500,8576,1500
221,31085,1816,QEXI09161,547,Jurkat,T-cell leukemia,/,blood,/,,PXD004280,95092,23499,8284,1509
222,31086,1816,QEXI09163,547,Jurkat,T-cell leukemia,/,blood,/,,PXD004280,94326,22021,7878,1404
223,31087,1816,QEXI09165,547,Jurkat,T-cell leukemia,/,blood,/,,PXD004280,88828,19688,6981,1302
224,31088,1816,QEXI09167,547,Jurkat,T-cell leukemia,/,blood,/,,PXD004280,87628,19064,6655,1246
225,31089,1816,QEXI09169,547,Jurkat,T-cell leukemia,/,blood,/,,PXD004280,89636,20660,7445,1263
226,31090,1816,QEXI09171,547,Jurkat,T-cell leukemia,/,blood,/,,PXD004280,97952,23609,8139,1452
227,31091,1816,QEXI09173,547,Jurkat,T-cell leukemia,/,blood,/,,PXD004280,86774,19487,6862,1349
228,31092,1816,QEXI09175,547,Jurkat,T-cell leukemia,/,blood,/,,PXD004280,86182,18539,6467,1204
229,31093,1816,QEXI09177,547,Jurkat,T-cell leukemia,/,blood,/,,PXD004280,83325,17545,6063,1191
230,31094,1816,QEXI09179,547,Jurkat,T-cell leukemia,/,blood,/,,PXD004280,69969,12516,4298,952
231,31095,1816,QEXI09181,547,Jurkat,T-cell leukemia,/,blood,/,,PXD004280,84048,18229,6342,1307
232,31096,1816,QEXI09183,547,Jurkat,T-cell leukemia,/,blood,/,,PXD004280,79910,16106,5442,1160
233,31097,1816,QEXI09185,547,Jurkat,T-cell leukemia,/,blood,/,,PXD004280,73153,14299,4862,1109
234,31584,1833,SPHPP_UPV_JURKAT_QE_CHAPS_RPB_R1_1_10,547,Jurkat,T-cell leukemia,/,blood,/,,PXD000443,36307,33331,28806,3703
235,31585,1833,SPHPP_UPV_JURKAT_QE_CHAPS_RPB_R1_10_10,547,Jurkat,T-cell leukemia,/,blood,/,,PXD000443,34452,31670,25836,3446
236,31586,1833,SPHPP_UPV_JURKAT_QE_CHAPS_RPB_R1_2_10,547,Jurkat,T-cell leukemia,/,blood,/,,PXD000443,35086,32265,27863,3658
237,31587,1833,SPHPP_UPV_JURKAT_QE_CHAPS_RPB_R1_3_10,547,Jurkat,T-cell leukemia,/,blood,/,,PXD000443,34019,31185,26487,3499
238,31588,1833,SPHPP_UPV_JURKAT_QE_CHAPS_RPB_R1_4_10,547,Jurkat,T-cell leukemia,/,blood,/,,PXD000443,33926,31351,26530,3489
239,31589,1833,SPHPP_UPV_JURKAT_QE_CHAPS_RPB_R1_5_10,547,Jurkat,T-cell leukemia,/,blood,/,,PXD000443,33037,30451,26299,3389
240,31590,1833,SPHPP_UPV_JURKAT_QE_CHAPS_RPB_R1_7_10,547,Jurkat,T-cell leukemia,/,blood,/,,PXD000443,32769,30021,25726,3472
241,31591,1833,SPHPP_UPV_JURKAT_QE_CHAPS_RPB_R1_8_10,547,Jurkat,T-cell leukemia,/,blood,/,,PXD000443,33179,30420,26138,3555
242,31592,1833,SPHPP_UPV_JURKAT_QE_CHAPS_RPB_R1_9_10,547,Jurkat,T-cell leukemia,/,blood,/,,PXD000443,35810,32364,27729,3566
243,31784,1842,V14707_PolyASN_test_445_Jurkat__31-05-2013_LMA0_fr5_130610002205,547,Jurkat,T-cell leukemia,/,blood,/,,PXD000426,1726,1644,1403,669
244,31785,1842,V14708_PolyASN_test_445_Jurkat__31-05-2013_LMA0_fr6_130610011337,547,Jurkat,T-cell leukemia,/,blood,/,,PXD000426,2073,1981,1710,715
245,31786,1842,V14709_PolyASN_test_361_Jurkat__31-05-2013_LMA0_fr5_130610020453,547,Jurkat,T-cell leukemia,/,blood,/,,PXD000426,1590,1507,1309,638
246,31787,1842,V14710_PolyASN_test_361_Jurkat__31-05-2013_LMA0_fr6,547,Jurkat,T-cell leukemia,/,blood,/,,PXD000426,1510,1465,1258,635
247,31788,1842,V14711_PolyASN_test_445_Jurkat_2ul_31-05-2013_LMA0_fr7,547,Jurkat,T-cell leukemia,/,blood,/,,PXD000426,1517,1423,1161,591
248,31789,1842,V14712_PolyASN_test_445_Jurkat__31-05-2013_LMA0_fr8,547,Jurkat,T-cell leukemia,/,blood,/,,PXD000426,2152,2045,1761,750
249,31790,1842,V14713_PolyASN_test_361_Jurkat_2ul_31-05-2013_LMA0_fr7,547,Jurkat,T-cell leukemia,/,blood,/,,PXD000426,1450,1354,1095,577
250,31791,1842,V14714_PolyASN_test_361_Jurkat__31-05-2013_LMA0_fr8,547,Jurkat,T-cell leukemia,/,blood,/,,PXD000426,2194,2076,1784,783
251,31792,1842,V14715_PolyASN_test_445_Jurkat__31-05-2013_LMA0_fr9,547,Jurkat,T-cell leukemia,/,blood,/,,PXD000426,1868,1763,1513,689
252,31793,1842,V14716_PolyASN_test_445_Jurkat__31-05-2013_LMA0_fr10,547,Jurkat,T-cell leukemia,/,blood,/,,PXD000426,1936,1832,1564,741
253,31794,1842,V14717_PolyASN_test_361_Jurkat__31-05-2013_LMA0_fr9,547,Jurkat,T-cell leukemia,/,blood,/,,PXD000426,1831,1749,1483,678
254,31795,1842,V14718_PolyASN_test_361_Jurkat__31-05-2013_LMA0_fr10,547,Jurkat,T-cell leukemia,/,blood,/,,PXD000426,1853,1767,1512,710
255,31796,1842,V14719_PolyASN_test_445_Jurkat__31-05-2013_LMA0_fr11,547,Jurkat,T-cell leukemia,/,blood,/,,PXD000426,2432,2283,1957,733
256,31797,1842,V14720_PolyASN_test_445_Jurkat__31-05-2013_LMA0_fr12_130610153425,547,Jurkat,T-cell leukemia,/,blood,/,,PXD000426,1886,1790,1602,741
257,31798,1842,V14721_PolyASN_test_361_Jurkat__31-05-2013_LMA0_fr11_130610162550,547,Jurkat,T-cell leukemia,/,blood,/,,PXD000426,1936,1806,1580,693
258,31799,1842,V14722_PolyASN_test_361_Jurkat__31-05-2013_LMA0_fr12,547,Jurkat,T-cell leukemia,/,blood,/,,PXD000426,1729,1640,1480,723
259,31800,1842,V14723_PolyASN_test_445_Jurkat__31-05-2013_LMA0_fr13,547,Jurkat,T-cell leukemia,/,blood,/,,PXD000426,1736,1655,1445,695
260,31801,1842,V14724_PolyASN_test_445_Jurkat__31-05-2013_LMA0_fr14,547,Jurkat,T-cell leukemia,/,blood,/,,PXD000426,1707,1621,1442,689
261,31802,1842,V14725_PolyASN_test_361_Jurkat__31-05-2013_LMA0_fr13,547,Jurkat,T-cell leukemia,/,blood,/,,PXD000426,1703,1617,1419,668
262,31803,1842,V14726_PolyASN_test_361_Jurkat__31-05-2013_LMA0_fr14,547,Jurkat,T-cell leukemia,/,blood,/,,PXD000426,1788,1684,1502,713
263,31804,1842,V14727_PolyASN_test_445_Jurkat__31-05-2013_LMA0_fr15,547,Jurkat,T-cell leukemia,/,blood,/,,PXD000426,1728,1640,1441,649
264,31805,1842,V14728_PolyASN_test_445_Jurkat__31-05-2013_LMA0_fr16,547,Jurkat,T-cell leukemia,/,blood,/,,PXD000426,1514,1416,1274,645
265,31806,1842,V14729_PolyASN_test_361_Jurkat__31-05-2013_LMA0_fr15,547,Jurkat,T-cell leukemia,/,blood,/,,PXD000426,1750,1669,1480,666
266,31807,1842,V14730_PolyASN_test_361_Jurkat__31-05-2013_LMA0_fr16,547,Jurkat,T-cell leukemia,/,blood,/,,PXD000426,1552,1458,1305,664
267,31808,1842,V14731_PolyASN_test_445_Jurkat__31-05-2013_LMA0_fr17,547,Jurkat,T-cell leukemia,/,blood,/,,PXD000426,1717,1625,1349,655
268,31809,1842,V14732_PolyASN_test_445_Jurkat__31-05-2013_LMA0_fr18,547,Jurkat,T-cell leukemia,/,blood,/,,PXD000426,1669,1581,1345,687
269,31810,1842,V14733_PolyASN_test_361_Jurkat__31-05-2013_LMA0_fr17,547,Jurkat,T-cell leukemia,/,blood,/,,PXD000426,1708,1639,1378,655
270,31811,1842,V14734_PolyASN_test_361_Jurkat__31-05-2013_LMA0_fr18,547,Jurkat,T-cell leukemia,/,blood,/,,PXD000426,1689,1598,1362,672
271,31812,1842,V14735_PolyASN_test_445_Jurkat__31-05-2013_LMA0_fr19,547,Jurkat,T-cell leukemia,/,blood,/,,PXD000426,1718,1629,1431,694
272,31813,1842,V14736_PolyASN_test_445_Jurkat__31-05-2013_LMA0_fr20,547,Jurkat,T-cell leukemia,/,blood,/,,PXD000426,2035,1964,1690,748
273,31814,1842,V14737_PolyASN_test_361_Jurkat__31-05-2013_LMA0_fr19,547,Jurkat,T-cell leukemia,/,blood,/,,PXD000426,1707,1588,1399,685
274,31815,1842,V14738_PolyASN_test_361_Jurkat__31-05-2013_LMA0_fr20,547,Jurkat,T-cell leukemia,/,blood,/,,PXD000426,2030,1946,1671,750
275,31816,1842,V14783_PolyASN_test_445_Jurkat__31-05-2013_LMA0_fr2,547,Jurkat,T-cell leukemia,/,blood,/,,PXD000426,2231,2105,1787,749
276,31817,1842,V14785_PolyASN_test_361_Jurkat__31-05-2013_LMA0_fr2,547,Jurkat,T-cell leukemia,/,blood,/,,PXD000426,1990,1884,1623,721
277,31818,1842,V14786_PolyASN_test_445_Jurkat__31-05-2013_LMA0_fr3,547,Jurkat,T-cell leukemia,/,blood,/,,PXD000426,1762,1669,1471,644
278,31819,1842,V14787_PolyASN_test_445_Jurkat__31-05-2013_LMA0_fr4,547,Jurkat,T-cell leukemia,/,blood,/,,PXD000426,1795,1695,1421,602
279,31820,1842,V14788_PolyASN_test_361_Jurkat__31-05-2013_LMA0_fr3,547,Jurkat,T-cell leukemia,/,blood,/,,PXD000426,1860,1741,1517,651
280,31821,1842,V14789_PolyASN_test_361_Jurkat__31-05-2013_LMA0_fr4,547,Jurkat,T-cell leukemia,/,blood,/,,PXD000426,1915,1813,1531,662
281,31822,1842,V14790_PolyASN_test_445_Jurkat__31-05-2013_LMA0_fr1_130617185057,547,Jurkat,T-cell leukemia,/,blood,/,,PXD000426,2224,2114,1821,777
282,31823,1842,V14791_PolyASN_test_361_Jurkat__31-05-2013_LMA0_fr1_130617170822,547,Jurkat,T-cell leukemia,/,blood,/,,PXD000426,2564,2451,2084,758
283,31824,1842,V14982_PolyASN_test_445_Jurkat__16-06-2013_LMA2_fr1,547,Jurkat,T-cell leukemia,/,blood,/,,PXD000426,1500,1411,1226,607
284,31825,1842,V14983_PolyASN_test_445_Jurkat__16-06-2013_LMA2_fr2,547,Jurkat,T-cell leukemia,/,blood,/,,PXD000426,1315,1268,1082,519
285,31826,1842,V14984_PolyASN_test_361_Jurkat__16-06-2013_LMA2_fr1,547,Jurkat,T-cell leukemia,/,blood,/,,PXD000426,1468,1382,1182,571
286,31827,1842,V14985_PolyASN_test_361_Jurkat__16-06-2013_LMA2_fr2,547,Jurkat,T-cell leukemia,/,blood,/,,PXD000426,1369,1288,1115,544
287,31828,1842,V14986_PolyASN_test_445_Jurkat__16-06-2013_LMA5_fr3,547,Jurkat,T-cell leukemia,/,blood,/,,PXD000426,1176,1086,948,520
288,31829,1842,V14987_PolyASN_test_445_Jurkat__16-06-2013_LMA5_fr4,547,Jurkat,T-cell leukemia,/,blood,/,,PXD000426,1097,1013,871,490
289,31830,1842,V14988_PolyASN_test_361_Jurkat__16-06-2013_LMA5_fr3,547,Jurkat,T-cell leukemia,/,blood,/,,PXD000426,1025,925,797,425
290,31831,1842,V14989_PolyASN_test_361_Jurkat__16-06-2013_LMA5_fr4,547,Jurkat,T-cell leukemia,/,blood,/,,PXD000426,1034,969,832,482
291,31832,1842,V14990_PolyASN_test_445_Jurkat__16-06-2013_LMA5_fr5,547,Jurkat,T-cell leukemia,/,blood,/,,PXD000426,1126,1048,907,502
292,31833,1842,V14991_PolyASN_test_445_Jurkat__16-06-2013_LMA5_fr6,547,Jurkat,T-cell leukemia,/,blood,/,,PXD000426,1231,1145,963,513
293,31834,1842,V14992_PolyASN_test_361_Jurkat__16-06-2013_LMA5_fr5,547,Jurkat,T-cell leukemia,/,blood,/,,PXD000426,1094,1015,870,498
294,31835,1842,V14993_PolyASN_test_361_Jurkat__16-06-2013_LMA5_fr6,547,Jurkat,T-cell leukemia,/,blood,/,,PXD000426,1280,1195,1028,560
295,31836,1842,V14994_PolyASN_test_445_Jurkat__16-06-2013_LMA5_fr7,547,Jurkat,T-cell leukemia,/,blood,/,,PXD000426,1204,1114,915,498
296,31837,1842,V14995_PolyASN_test_445_Jurkat__16-06-2013_LMA5_fr8,547,Jurkat,T-cell leukemia,/,blood,/,,PXD000426,1686,1620,1398,645
297,31838,1842,V14996_PolyASN_test_361_Jurkat__16-06-2013_LMA5_fr7,547,Jurkat,T-cell leukemia,/,blood,/,,PXD000426,1186,1105,906,491
298,31839,1842,V14997_PolyASN_test_361_Jurkat__16-06-2013_LMA5_fr8,547,Jurkat,T-cell leukemia,/,blood,/,,PXD000426,1927,1837,1583,671
299,31840,1842,V14998_PolyASN_test_445_Jurkat__16-06-2013_LMA5_fr9,547,Jurkat,T-cell leukemia,/,blood,/,,PXD000426,1472,1393,1197,602
300,31841,1842,V14999_PolyASN_test_445_Jurkat__16-06-2013_LMA5_fr10,547,Jurkat,T-cell leukemia,/,blood,/,,PXD000426,1605,1534,1329,650
301,31842,1842,V15000_PolyASN_test_361_Jurkat__16-06-2013_LMA5_fr9,547,Jurkat,T-cell leukemia,/,blood,/,,PXD000426,1451,1360,1180,599
302,31843,1842,V15001_PolyASN_test_361_Jurkat__16-06-2013_LMA5_fr10,547,Jurkat,T-cell leukemia,/,blood,/,,PXD000426,1664,1583,1377,650
303,31844,1842,V15002_PolyASN_test_445_Jurkat__16-06-2013_LMA5_fr11,547,Jurkat,T-cell leukemia,/,blood,/,,PXD000426,1694,1592,1418,641
304,31845,1842,V15003_PolyASN_test_445_Jurkat__16-06-2013_LMA5_fr12,547,Jurkat,T-cell leukemia,/,blood,/,,PXD000426,1636,1530,1380,667
305,31846,1842,V15004_PolyASN_test_361_Jurkat__16-06-2013_LMA5_fr11,547,Jurkat,T-cell leukemia,/,blood,/,,PXD000426,1604,1530,1355,630
306,31847,1842,V15005_PolyASN_test_361_Jurkat__16-06-2013_LMA5_fr12,547,Jurkat,T-cell leukemia,/,blood,/,,PXD000426,1541,1466,1318,678
307,31848,1842,V15006_PolyASN_test_445_Jurkat__16-06-2013_LMA5_fr13,547,Jurkat,T-cell leukemia,/,blood,/,,PXD000426,1811,1722,1506,674
308,31849,1842,V15007_PolyASN_test_445_Jurkat__16-06-2013_LMA5_fr14,547,Jurkat,T-cell leukemia,/,blood,/,,PXD000426,1855,1777,1581,716
309,31850,1842,V15008_PolyASN_test_361_Jurkat__16-06-2013_LMA5_fr13,547,Jurkat,T-cell leukemia,/,blood,/,,PXD000426,2114,1985,1755,732
310,31851,1842,V15009_PolyASN_test_361_Jurkat__16-06-2013_LMA5_fr14,547,Jurkat,T-cell leukemia,/,blood,/,,PXD000426,1752,1666,1471,676
311,31852,1842,V15010_PolyASN_test_445_Jurkat__16-06-2013_LMA5_fr15,547,Jurkat,T-cell leukemia,/,blood,/,,PXD000426,1646,1582,1395,619
312,31853,1842,V15011_PolyASN_test_445_Jurkat__16-06-2013_LMA5_fr16,547,Jurkat,T-cell leukemia,/,blood,/,,PXD000426,1691,1573,1398,648
313,31854,1842,V15012_PolyASN_test_361_Jurkat__16-06-2013_LMA5_fr15,547,Jurkat,T-cell leukemia,/,blood,/,,PXD000426,1680,1586,1411,660
314,31855,1842,V15013_PolyASN_test_361_Jurkat__16-06-2013_LMA5_fr16,547,Jurkat,T-cell leukemia,/,blood,/,,PXD000426,1457,1350,1189,606
315,31856,1842,V15014_PolyASN_test_445_Jurkat__16-06-2013_LMA5_fr17,547,Jurkat,T-cell leukemia,/,blood,/,,PXD000426,1567,1485,1264,643
316,31857,1842,V15015_PolyASN_test_445_Jurkat__16-06-2013_LMA5_fr18,547,Jurkat,T-cell leukemia,/,blood,/,,PXD000426,1507,1430,1221,604
317,31858,1842,V15016_PolyASN_test_361_Jurkat__16-06-2013_LMA5_fr17,547,Jurkat,T-cell leukemia,/,blood,/,,PXD000426,1801,1724,1464,652
318,31859,1842,V15017_PolyASN_test_361_Jurkat__16-06-2013_LMA5_fr18,547,Jurkat,T-cell leukemia,/,blood,/,,PXD000426,1713,1628,1409,635
319,31860,1842,V15018_PolyASN_test_445_Jurkat__16-06-2013_LMA5_fr19,547,Jurkat,T-cell leukemia,/,blood,/,,PXD000426,1730,1651,1442,654
320,31861,1842,V15019_PolyASN_test_445_Jurkat__16-06-2013_LMA5_fr20,547,Jurkat,T-cell leukemia,/,blood,/,,PXD000426,1825,1767,1525,629
321,31862,1842,V15020_PolyASN_test_361_Jurkat__16-06-2013_LMA5_fr19,547,Jurkat,T-cell leukemia,/,blood,/,,PXD000426,1418,1363,1189,624
322,31863,1842,V15021_PolyASN_test_361_Jurkat__16-06-2013_LMA5_fr20,547,Jurkat,T-cell leukemia,/,blood,/,,PXD000426,1828,1768,1521,632
323,31098,1817,FASP_1_01,548,LAN5,neuroblastoma,/,brain,/,,PXD002842,176245,16597,5666,603
324,31099,1817,FASP_1_02,548,LAN5,neuroblastoma,/,brain,/,,PXD002842,152961,7933,2734,320
325,31100,1817,FASP_2_01,548,LAN5,neuroblastoma,/,brain,/,,PXD002842,180463,27210,8576,1067
326,31101,1817,FASP_2_02,548,LAN5,neuroblastoma,/,brain,/,,PXD002842,197460,30492,9878,1025
327,31102,1817,FASP_A_01,549,LAN5,neuroblastoma,A? Peptide,brain,/,,PXD002842,202116,38271,12607,1449
328,31103,1817,FASP_A_02,549,LAN5,neuroblastoma,A? Peptide,brain,/,,PXD002842,214083,43687,14670,1588
329,31104,1817,FASP_B_01,549,LAN5,neuroblastoma,A? Peptide,brain,/,,PXD002842,223964,45006,15398,1638
330,31105,1817,FASP_B_02,549,LAN5,neuroblastoma,A? Peptide,brain,/,,PXD002842,227169,45287,15439,1623
331,31106,1818,b1369p601_DMSO_G1_B1_S2,550,MCF7,adenocarcinoma,/,breast,GDC-0941 restistant,,PXD003594,10609,0,0,0
332,31107,1818,b1369p601_DMSO_G1_B2_S10,550,MCF7,adenocarcinoma,/,breast,GDC-0941 restistant,,PXD003594,9627,0,0,0
333,31108,1818,b1369p601_DMSO_G1_B3_S18,550,MCF7,adenocarcinoma,/,breast,GDC-0941 restistant,,PXD003594,11176,0,0,0
334,31109,1818,b1369p601_DMSO_G1_B4_S26,550,MCF7,adenocarcinoma,/,breast,GDC-0941 restistant,,PXD003594,11618,0,0,0
335,31110,1818,b1369p601_DMSO_G2_B1_S3,550,MCF7,adenocarcinoma,/,breast,GDC-0941 restistant,,PXD003594,10397,0,0,0
336,31111,1818,b1369p601_DMSO_G2_B2_S11,550,MCF7,adenocarcinoma,/,breast,GDC-0941 restistant,,PXD003594,11174,0,0,0
337,31112,1818,b1369p601_DMSO_G2_B3_S19,550,MCF7,adenocarcinoma,/,breast,GDC-0941 restistant,,PXD003594,10148,0,0,0
338,31113,1818,b1369p601_DMSO_G2_B4_S27,550,MCF7,adenocarcinoma,/,breast,GDC-0941 restistant,,PXD003594,9671,0,0,0
339,31114,1818,b1369p601_DMSO_G3_B1_S4,550,MCF7,adenocarcinoma,/,breast,GDC-0941 restistant,,PXD003594,11595,0,0,0
340,31115,1818,b1369p601_DMSO_G3_B2_S12,550,MCF7,adenocarcinoma,/,breast,GDC-0941 restistant,,PXD003594,10113,0,0,0
341,31116,1818,b1369p601_DMSO_G3_B3_S20,550,MCF7,adenocarcinoma,/,breast,GDC-0941 restistant,,PXD003594,9688,0,0,0
342,31117,1818,b1369p601_DMSO_G3_B4_S28,550,MCF7,adenocarcinoma,/,breast,GDC-0941 restistant,,PXD003594,10054,0,0,0
343,31118,1818,b1369p601_DMSO_parental_B1_S1,551,MCF7,adenocarcinoma,/,breast,/,,PXD003594,10812,0,0,0
344,31119,1818,b1369p601_DMSO_parental_B2_S9,551,MCF7,adenocarcinoma,/,breast,/,,PXD003594,9406,0,0,0
345,31120,1818,b1369p601_DMSO_parental_B3_S17,551,MCF7,adenocarcinoma,/,breast,/,,PXD003594,11661,0,0,0
346,31121,1818,b1369p601_DMSO_parental_B4_S25,551,MCF7,adenocarcinoma,/,breast,/,,PXD003594,10046,0,0,0
347,31122,1818,b1369p601_GDC_G1_B1_S6,552,MCF7,adenocarcinoma,PI3K-inhibitor,breast,GDC-0941 restistant,,PXD003594,10012,0,0,0
348,31123,1818,b1369p601_GDC_G1_B2_S14,552,MCF7,adenocarcinoma,PI3K-inhibitor,breast,GDC-0941 restistant,,PXD003594,9663,0,0,0
349,31124,1818,b1369p601_GDC_G1_B3_S22,552,MCF7,adenocarcinoma,PI3K-inhibitor,breast,GDC-0941 restistant,,PXD003594,11936,0,0,0
350,31125,1818,b1369p601_GDC_G1_B4_S30,552,MCF7,adenocarcinoma,PI3K-inhibitor,breast,GDC-0941 restistant,,PXD003594,9413,0,0,0
351,31126,1818,b1369p601_GDC_G2_B1_S7,552,MCF7,adenocarcinoma,PI3K-inhibitor,breast,GDC-0941 restistant,,PXD003594,9184,0,0,0
352,31127,1818,b1369p601_GDC_G2_B2_S15,552,MCF7,adenocarcinoma,PI3K-inhibitor,breast,GDC-0941 restistant,,PXD003594,9811,0,0,0
353,31128,1818,b1369p601_GDC_G2_B3_S23,552,MCF7,adenocarcinoma,PI3K-inhibitor,breast,GDC-0941 restistant,,PXD003594,10238,0,0,0
354,31129,1818,b1369p601_GDC_G2_B4_S31,552,MCF7,adenocarcinoma,PI3K-inhibitor,breast,GDC-0941 restistant,,PXD003594,9451,0,0,0
355,31130,1818,b1369p601_GDC_G3_B1_S8,552,MCF7,adenocarcinoma,PI3K-inhibitor,breast,GDC-0941 restistant,,PXD003594,9494,0,0,0
356,31131,1818,b1369p601_GDC_G3_B2_S16,552,MCF7,adenocarcinoma,PI3K-inhibitor,breast,GDC-0941 restistant,,PXD003594,9684,0,0,0
357,31132,1818,b1369p601_GDC_G3_B3_S24,552,MCF7,adenocarcinoma,PI3K-inhibitor,breast,GDC-0941 restistant,,PXD003594,9539,0,0,0
358,31133,1818,b1369p601_GDC_G3_B4_S32,552,MCF7,adenocarcinoma,PI3K-inhibitor,breast,GDC-0941 restistant,,PXD003594,10232,0,0,0
359,31134,1818,b1369p601_GDC_parental_B1_S5,553,MCF7,adenocarcinoma,PI3K-inhibitor,breast,/,,PXD003594,10828,0,0,0
360,31135,1818,b1369p601_GDC_parental_B2_S13,553,MCF7,adenocarcinoma,PI3K-inhibitor,breast,/,,PXD003594,9629,0,0,0
361,31136,1818,b1369p601_GDC_parental_B3_S21,553,MCF7,adenocarcinoma,PI3K-inhibitor,breast,/,,PXD003594,9684,0,0,0
362,31137,1818,b1369p601_GDC_parental_B4_S29,553,MCF7,adenocarcinoma,PI3K-inhibitor,breast,/,,PXD003594,9581,0,0,0
363,31254,1821,MCF7_1a,551,MCF7,adenocarcinoma,/,breast,/,,PXD008719,84401,17557,5874,1653
364,31255,1821,MCF7_1b,551,MCF7,adenocarcinoma,/,breast,/,,PXD008719,86167,17779,6063,1682
365,31256,1821,MCF7_2a,551,MCF7,adenocarcinoma,/,breast,/,,PXD008719,93486,20251,6956,1883
366,31257,1821,MCF7_2b,551,MCF7,adenocarcinoma,/,breast,/,,PXD008719,92617,19912,6778,1865
367,31258,1821,MCF7_3a,551,MCF7,adenocarcinoma,/,breast,/,,PXD008719,90763,19322,6656,1873
368,31259,1821,MCF7_3b,551,MCF7,adenocarcinoma,/,breast,/,,PXD008719,91240,19528,6730,1837
369,31260,1821,MCF7_curcumin_1a,551,MCF7,adenocarcinoma,/,breast,/,,PXD008719,100912,22431,7754,1885
370,31261,1821,MCF7_curcumin_1b,551,MCF7,adenocarcinoma,/,breast,/,,PXD008719,100612,22460,7775,1910
371,31262,1821,MCF7_curcumin_2a,551,MCF7,adenocarcinoma,/,breast,/,,PXD008719,85709,17718,6016,1754
372,31263,1821,MCF7_curcumin_2b,551,MCF7,adenocarcinoma,/,breast,/,,PXD008719,86756,18011,6127,1771
373,31264,1821,MCF7_curcumin_3a,551,MCF7,adenocarcinoma,/,breast,/,,PXD008719,83794,17776,5991,1796
374,31265,1821,MCF7_curcumin_3b,551,MCF7,adenocarcinoma,/,breast,/,,PXD008719,85831,18104,6178,1826
375,31266,1821,ZR751_1a,557,ZR751,ductal carcinoma,/,breast,/,,PXD008719,93151,19977,7098,1982
376,31267,1821,ZR751_1b,557,ZR751,ductal carcinoma,/,breast,/,,PXD008719,93142,19704,7032,1984
377,31268,1821,ZR751_2a,557,ZR751,ductal carcinoma,/,breast,/,,PXD008719,96490,21655,7786,2106
378,31269,1821,ZR751_2b,557,ZR751,ductal carcinoma,/,breast,/,,PXD008719,96251,21070,7541,2052
379,31270,1821,ZR751_3a,557,ZR751,ductal carcinoma,/,breast,/,,PXD008719,83488,17592,6271,1902
380,31271,1821,ZR751_3b,557,ZR751,ductal carcinoma,/,breast,/,,PXD008719,83619,17723,6312,1899
381,31272,1821,ZR751_curcumin_1a,557,ZR751,ductal carcinoma,/,breast,/,,PXD008719,99729,22127,8013,2076
382,31273,1821,ZR751_curcumin_1b,557,ZR751,ductal carcinoma,/,breast,/,,PXD008719,99500,22027,7948,2061
383,31274,1821,ZR751_curcumin_2a,557,ZR751,ductal carcinoma,/,breast,/,,PXD008719,79908,16335,5771,1737
384,31275,1821,ZR751_curcumin_2b,557,ZR751,ductal carcinoma,/,breast,/,,PXD008719,79570,16339,5815,1750
385,31276,1821,ZR751_curcumin_3a,557,ZR751,ductal carcinoma,/,breast,/,,PXD008719,89689,19424,6925,1933
386,31277,1821,ZR751_curcumin_3b,557,ZR751,ductal carcinoma,/,breast,/,,PXD008719,88527,19003,6750,1947
387,31353,1827,20140127_EXQ4_JRW_D52_1_L,551,MCF7,adenocarcinoma,/,breast,/,,PXD001352,57119,53559,47775,4903
388,31354,1827,20140127_EXQ4_JRW_D52_1_T,551,MCF7,adenocarcinoma,/,breast,/,,PXD001352,55718,49619,43721,5586
